Date,Claims
9/28/2013,8309
10/5/2013,12431
10/12/2013,10267
10/19/2013,9152
10/26/2013,9678
11/2/2013,11967
11/9/2013,11558
11/16/2013,10390
11/23/2013,12417
11/30/2013,15014
12/7/2013,13919
12/14/2013,15448
12/21/2013,14802
12/28/2013,21838
1/4/2014,16356
1/11/2014,16837
1/18/2014,11743
1/25/2014,11641
2/1/2014,13421
2/8/2014,11073
2/15/2014,9698
2/22/2014,8526
3/1/2014,8957
3/8/2014,9309
3/15/2014,8372
3/22/2014,7848
3/29/2014,9048
4/5/2014,9016
4/12/2014,8009
4/19/2014,7421
4/26/2014,7672
5/3/2014,8094
5/10/2014,7810
5/17/2014,8117
5/24/2014,9083
5/31/2014,8227
6/7/2014,9170
6/14/2014,8914
6/21/2014,7533
6/28/2014,7432
7/5/2014,10964
7/12/2014,9412
7/19/2014,9704
7/26/2014,7003
8/2/2014,7409
8/9/2014,7506
8/16/2014,6864
8/23/2014,6803
8/30/2014,6710
9/6/2014,6562
9/13/2014,6381
9/20/2014,6045
9/27/2014,6064
10/4/2014,7798
10/11/2014,7404
10/18/2014,7573
10/25/2014,10962
11/1/2014,8637
11/8/2014,8814
11/15/2014,8391
11/22/2014,15508
11/29/2014,11224
12/6/2014,11217
12/13/2014,10970
12/20/2014,14961
12/27/2014,17148
1/3/2015,14893
1/10/2015,17663
1/17/2015,12358
1/24/2015,8853
1/31/2015,9904
2/7/2015,10357
2/14/2015,9221
2/21/2015,11355
2/28/2015,11176
3/7/2015,8601
3/14/2015,7723
3/21/2015,7190
3/28/2015,7214
4/4/2015,8031
4/11/2015,8663
4/18/2015,6701
4/25/2015,7221
5/2/2015,6755
5/9/2015,7249
5/16/2015,7435
5/23/2015,7070
5/30/2015,7610
6/6/2015,8762
6/13/2015,7594
6/20/2015,7156
6/27/2015,6664
7/4/2015,9854
7/11/2015,8857
7/18/2015,8012
7/25/2015,6572
8/1/2015,6573
8/8/2015,7190
8/15/2015,6189
8/22/2015,6650
8/29/2015,7677
9/5/2015,7516
9/12/2015,6093
9/19/2015,6515
9/26/2015,6221
10/3/2015,6833
10/10/2015,6556
10/17/2015,6349
10/24/2015,7144
10/31/2015,8342
11/7/2015,9435
11/14/2015,9316
11/21/2015,9544
11/28/2015,11756
12/5/2015,12661
12/12/2015,12857
12/19/2015,12873
12/26/2015,16774
1/2/2016,15346
1/9/2016,14945
1/16/2016,12744
1/23/2016,10404
1/30/2016,11019
2/6/2016,9324
2/13/2016,8490
2/20/2016,7569
2/27/2016,7456
3/5/2016,7759
3/12/2016,6850
3/19/2016,6541
3/26/2016,7974
4/2/2016,8151
4/9/2016,7382
4/16/2016,6172
4/23/2016,6522
4/30/2016,10046
5/7/2016,7521
5/14/2016,7610
5/21/2016,7073
5/28/2016,7640
6/4/2016,9470
6/11/2016,8369
6/18/2016,6730
6/25/2016,6070
7/2/2016,7578
7/9/2016,9839
7/16/2016,7289
7/23/2016,7677
7/30/2016,6810
8/6/2016,7762
8/13/2016,6477
8/20/2016,6527
8/27/2016,5970
9/3/2016,6611
9/10/2016,5965
9/17/2016,6477
9/24/2016,5725
10/1/2016,6251
10/8/2016,6648
10/15/2016,6171
10/22/2016,6872
10/29/2016,7509
11/5/2016,8537
11/12/2016,7451
11/19/2016,9634
11/26/2016,10771
12/3/2016,10836
12/10/2016,10749
12/17/2016,13374
12/24/2016,15420
12/31/2016,14582
1/7/2017,12860
1/14/2017,10098
1/21/2017,8208
1/28/2017,11867
2/4/2017,8920
2/11/2017,8288
2/18/2017,7082
2/25/2017,5828
3/4/2017,6733
3/11/2017,6410
3/18/2017,10615
3/25/2017,6313
4/1/2017,7335
4/8/2017,7161
4/15/2017,8400
4/22/2017,6647
4/29/2017,5416
5/6/2017,6572
5/13/2017,6215
5/20/2017,5887
5/27/2017,7122
6/3/2017,7458
6/10/2017,6629
6/17/2017,6064
6/24/2017,6071
7/1/2017,6297
7/8/2017,10921
7/15/2017,7828
7/22/2017,6047
7/29/2017,5872
8/5/2017,6124
8/12/2017,5433
8/19/2017,5306
8/26/2017,5198
9/2/2017,5467
9/9/2017,5146
9/16/2017,9214
9/23/2017,5449
9/30/2017,8016
10/7/2017,7333
10/14/2017,5823
10/21/2017,5946
10/28/2017,6769
11/4/2017,8307
11/11/2017,7179
11/18/2017,8230
11/25/2017,8418
12/2/2017,10406
12/9/2017,9891
12/16/2017,11953
12/23/2017,11745
12/30/2017,17518
1/6/2018,14935
1/13/2018,12190
1/20/2018,8324
1/27/2018,7486
2/3/2018,7616
2/10/2018,7402
2/17/2018,6550
2/24/2018,6125
3/3/2018,6231
3/10/2018,5770
3/17/2018,5451
3/24/2018,5283
3/31/2018,6779
4/7/2018,6824
4/14/2018,5198
4/21/2018,5224
4/28/2018,5040
5/5/2018,6722
5/12/2018,5475
5/19/2018,5959
5/26/2018,6168
6/2/2018,6866
6/9/2018,6889
6/16/2018,6006
6/23/2018,5337
6/30/2018,6937
7/7/2018,9975
7/14/2018,6555
7/21/2018,5534
7/28/2018,4888
8/4/2018,4911
8/11/2018,4983
8/18/2018,4726
8/25/2018,4361
9/1/2018,4770
9/8/2018,4197
9/15/2018,4449
9/22/2018,4239
9/29/2018,4681
10/6/2018,4941
10/13/2018,4686
10/20/2018,5012
10/27/2018,5438
11/3/2018,7169
11/10/2018,7024
11/17/2018,7519
11/24/2018,7952
12/1/2018,10226
12/8/2018,8804
12/15/2018,8686
12/22/2018,10850
12/29/2018,15685
1/5/2019,9984
1/12/2019,10168
1/19/2019,12361
1/26/2019,8838
2/2/2019,8443
2/9/2019,6584
2/16/2019,5843
2/23/2019,6181
3/2/2019,5427
3/9/2019,6569
3/16/2019,6449
3/23/2019,5981
3/30/2019,6197
4/6/2019,6011
4/13/2019,5235
4/20/2019,6076
4/27/2019,5659
5/4/2019,5518
5/11/2019,5773
5/18/2019,9941
5/25/2019,6668
6/1/2019,7161
6/8/2019,7063
6/15/2019,5698
6/22/2019,5980
6/29/2019,5970
7/6/2019,6295
7/13/2019,7503
7/20/2019,5655
7/27/2019,4949
8/3/2019,4921
8/10/2019,4814
8/17/2019,4659
8/24/2019,4933
8/31/2019,4715
9/7/2019,4428
9/14/2019,4566
9/21/2019,4887
9/28/2019,7048
10/5/2019,6159
10/12/2019,5904
10/19/2019,6262
10/26/2019,7368
11/2/2019,7314
11/9/2019,7811
11/16/2019,8739
11/23/2019,7868
11/30/2019,9372
12/7/2019,10388
12/14/2019,9999
12/21/2019,10634
12/28/2019,15943
1/4/2020,10759
1/11/2020,9957
1/18/2020,7865
1/25/2020,8086
2/1/2020,7329
2/8/2020,6825
2/15/2020,6532
2/22/2020,6208
2/29/2020,9916
3/7/2020,6545
3/14/2020,7046
3/21/2020,196309
